user_id,age,gender,location,preferred_language,device_type,payment_method,auto_renew,plan_changes,subscription_start_date,subscription_end_date,months_using,total_revenue_inr,completion_rate,peak_hour_streaming,avg_genre_diversity,most_watched_genre,churn_risk_score,churned
user_1008,51,Female,Hyderabad,Spanish,Mobile,Wallet,False,0,2023-04-27 20:25:03.641166,2026-03-12 20:25:03.641166,35,33046.61,0.69,Evening,4,Thriller,2.8782540335253297,0
user_1009,32,Female,Pune,Spanish,Laptop,Wallet,True,0,2021-09-11 20:25:03.641170,2023-01-04 20:25:03.641170,16,20240.95,0.69,Night,5,Action,1.1318851247363568,0
user_1010,37,Male,Ahmedabad,Telugu,Laptop,Debit Card,True,0,2023-06-10 20:25:03.641173,2026-01-25 20:25:03.641173,32,30565.39,0.71,Night,6,Sci-Fi,1.2580508168832787,0
user_1011,29,Female,Hyderabad,Tamil,Smart TV,Credit Card,True,1,2021-09-06 20:25:03.641176,2023-10-26 20:25:03.641176,26,23223.57,0.55,Afternoon,7,Thriller,1.8916004021550903,0
user_1012,59,Male,Ahmedabad,Hindi,Laptop,Debit Card,True,2,2024-09-13 20:25:03.641179,2026-03-07 20:25:03.641179,18,15139.51,0.77,Morning,1,Action,3.4442072436636444,0
user_1013,34,Male,Delhi,Spanish,Desktop,Credit Card,False,1,2022-04-30 20:25:03.641183,2025-09-11 20:25:03.641183,41,43281.05,0.44,Evening,5,Horror,3.5929932631291526,1
user_1014,38,Female,Kolkata,Tamil,Desktop,Wallet,False,0,2024-08-05 20:25:03.641186,2024-09-04 20:25:03.641186,1,884.19,0.55,Evening,3,Thriller,5.94436449345396,1
user_1015,56,Female,Mumbai,Spanish,Tablet,Credit Card,False,0,2024-10-02 20:25:03.641189,2026-12-21 20:25:03.641189,27,25656.33,0.75,Evening,6,Thriller,2.33817939347718,0
user_1016,62,Female,Mumbai,Hindi,Mobile,UPI,False,0,2023-08-18 20:25:03.641192,2026-12-30 20:25:03.641192,41,45764.14,0.41,Afternoon,6,Action,3.7374004054786814,1
user_1017,63,Female,Bangalore,Spanish,Laptop,Net Banking,True,0,2022-09-21 20:25:03.641196,2023-03-20 20:25:03.641196,6,7102.64,0.67,Afternoon,1,Action,4.005425830610314,1
user_1018,25,Female,Delhi,Spanish,Smart TV,UPI,True,0,2022-07-29 20:25:03.641199,2024-02-19 20:25:03.641199,19,18736.63,0.89,Night,4,Romance,1.1819950105052972,0
user_1019,51,Female,Kolkata,Bengali,Laptop,UPI,False,1,2023-09-10 20:25:03.641203,2024-03-08 20:25:03.641203,6,5792.64,0.41,Afternoon,4,Sci-Fi,5.4066209109482894,1
user_1020,35,Male,Kolkata,Telugu,Laptop,Credit Card,True,1,2022-07-19 20:25:03.641206,2025-10-01 20:25:03.641206,39,35780.21,0.41,Evening,1,Sci-Fi,2.601956892505199,0
user_1021,31,Female,Kolkata,Bengali,Desktop,Debit Card,True,0,2023-05-17 20:25:03.641210,2026-11-27 20:25:03.641210,43,47939.91,0.34,Evening,3,Drama,2.1893675473566825,0
user_1022,45,Female,Kolkata,Bengali,Laptop,UPI,True,0,2024-08-22 20:25:03.641214,2027-11-05 20:25:03.641214,39,43853.38,0.57,Morning,2,Comedy,3.2299372397095203,0
user_1023,19,Female,Bangalore,Telugu,Mobile,UPI,True,2,2023-02-17 20:25:03.641218,2026-01-02 20:25:03.641218,35,27626.8,0.95,Afternoon,7,Romance,2.7293389008124085,0
user_1024,67,Female,Chennai,English,Smart TV,UPI,False,0,2023-11-27 20:25:03.641222,2023-12-27 20:25:03.641222,1,900.58,0.69,Evening,3,Romance,5.2485696751448385,1
user_1025,30,Female,Kolkata,Tamil,Desktop,UPI,True,0,2023-07-12 20:25:03.641225,2024-07-06 20:25:03.641225,12,11805.58,0.62,Afternoon,7,Comedy,3.7652919553664463,1
user_1026,46,Male,Hyderabad,Hindi,Desktop,Wallet,True,0,2022-10-26 20:25:03.641229,2022-11-25 20:25:03.641229,1,906.41,0.84,Evening,4,Action,3.716149084723825,1
user_1027,62,Other,Bangalore,Hindi,Mobile,Net Banking,True,0,2022-01-04 20:25:03.641232,2022-04-04 20:25:03.641232,3,3038.04,0.45,Evening,5,Thriller,3.8420214063316096,1
user_1028,60,Female,Chennai,English,Desktop,Debit Card,True,0,2022-04-07 20:25:03.641237,2022-11-03 20:25:03.641237,7,7137.34,0.53,Night,2,Action,3.930519473636686,1
user_1029,20,Female,Bangalore,Marathi,Smart TV,Credit Card,True,0,2024-05-09 20:25:03.641267,2024-07-08 20:25:03.641267,2,1938.19,0.93,Night,4,Thriller,2.5020070455350476,0
user_1030,28,Female,Ahmedabad,Bengali,Desktop,Credit Card,False,0,2022-07-18 20:25:03.641273,2022-09-16 20:25:03.641273,2,1967.64,0.44,Morning,2,Thriller,6.93074659107751,1
user_1031,35,Female,Ahmedabad,Bengali,Smart TV,Debit Card,True,1,2023-03-08 20:25:03.641276,2023-12-03 20:25:03.641276,9,10110.44,0.49,Evening,3,Thriller,2.640361886202399,0
user_1032,33,Male,Kolkata,English,Smart TV,Wallet,True,0,2024-01-22 20:25:03.641279,2025-06-15 20:25:03.641279,17,19342.73,0.37,Morning,3,Action,2.7356395517853453,0
user_1033,29,Female,Delhi,English,Smart TV,Debit Card,True,0,2022-02-19 20:25:03.641283,2023-11-11 20:25:03.641283,21,22809.95,0.36,Afternoon,3,Thriller,2.676721124671264,0
user_1034,38,Female,Kolkata,Hindi,Mobile,Net Banking,False,0,2024-05-12 20:25:03.641286,2026-07-01 20:25:03.641286,26,30883.8,0.37,Morning,5,Drama,4.070034580278857,1
user_1035,60,Male,Mumbai,Telugu,Smart TV,Debit Card,True,0,2024-10-09 20:25:03.641289,2027-02-26 20:25:03.641289,29,36660.35,0.99,Afternoon,1,Action,2.270472386059584,0
user_1036,58,Female,Bangalore,Telugu,Smart TV,Credit Card,True,0,2022-08-18 20:25:03.641293,2022-11-16 20:25:03.641293,3,2609.71,0.34,Night,7,Thriller,4.0230965690450455,1
user_1037,20,Male,Chennai,Spanish,Mobile,Wallet,True,0,2023-09-29 20:25:03.641297,2024-02-26 20:25:03.641297,5,4843.3,0.68,Morning,1,Romance,4.612589531273611,1
user_1038,61,Female,Chennai,Spanish,Mobile,Net Banking,True,0,2021-07-06 20:25:03.641300,2023-11-23 20:25:03.641300,29,35616.72,0.76,Afternoon,7,Romance,2.194128858924081,0
user_1039,52,Other,Mumbai,Tamil,Desktop,Debit Card,True,0,2021-10-21 20:25:03.641304,2025-01-03 20:25:03.641304,39,46562.79,0.61,Evening,4,Comedy,1.1639186912781612,0
user_1040,64,Female,Ahmedabad,Bengali,Tablet,UPI,False,0,2023-01-23 20:25:03.641307,2026-11-03 20:25:03.641307,46,47476.17,0.8,Afternoon,6,Romance,3.1691740358203653,0
user_1041,29,Male,Delhi,Telugu,Desktop,Net Banking,False,0,2022-10-25 20:25:03.641311,2026-01-07 20:25:03.641311,39,37468.68,0.36,Evening,7,Drama,3.2744571033255627,0
user_1042,31,Female,Ahmedabad,Spanish,Mobile,Net Banking,True,0,2023-01-24 20:25:03.641315,2026-05-08 20:25:03.641315,40,40852.37,0.88,Evening,1,Action,1.2273158933321326,0
user_1043,22,Female,Chennai,Telugu,Smart TV,UPI,True,0,2022-09-23 20:25:03.641318,2022-12-22 20:25:03.641318,3,2773.54,0.77,Evening,5,Horror,3.277292193920307,0
user_1044,43,Male,Mumbai,Bengali,Laptop,Debit Card,True,0,2022-05-25 20:25:03.641321,2024-12-10 20:25:03.641321,31,28563.7,0.59,Night,6,Drama,1.257767298739564,0
user_1045,20,Female,Kolkata,Hindi,Tablet,UPI,True,0,2023-06-26 20:25:03.641325,2026-06-10 20:25:03.641325,36,34802.57,0.48,Evening,2,Thriller,1.9196521473128358,0
user_1046,20,Male,Mumbai,Hindi,Smart TV,UPI,True,1,2021-11-29 20:25:03.641328,2023-06-22 20:25:03.641328,19,14809.56,0.94,Afternoon,6,Thriller,1.3166792634463798,0
user_1047,27,Male,Ahmedabad,Hindi,Smart TV,UPI,True,1,2021-07-06 20:25:03.641331,2021-12-03 20:25:03.641331,5,4251.86,1.0,Night,3,Drama,2.008569372356847,0
user_1048,54,Male,Ahmedabad,Bengali,Tablet,Debit Card,True,0,2021-12-11 20:25:03.641334,2022-11-06 20:25:03.641334,11,11251.64,0.9,Night,5,Thriller,2.0409073941976317,0
user_1049,26,Male,Kolkata,Hindi,Mobile,Net Banking,True,0,2024-11-22 20:25:03.641346,2027-10-08 20:25:03.641346,35,36908.55,0.8,Night,6,Romance,0.9220834258315525,0
user_1050,26,Other,Bangalore,Marathi,Tablet,UPI,True,0,2022-05-13 20:25:03.641350,2024-11-28 20:25:03.641350,31,27421.5,0.9,Afternoon,6,Sci-Fi,2.0919950683956587,0
user_1051,31,Male,Mumbai,Bengali,Laptop,Wallet,False,0,2023-11-07 20:25:03.641353,2024-01-06 20:25:03.641353,2,1922.04,0.75,Night,1,Comedy,5.370503211876854,1
user_1052,25,Male,Mumbai,Bengali,Laptop,UPI,False,1,2024-09-12 20:25:03.641356,2026-07-04 20:25:03.641356,22,18805.32,0.66,Night,3,Drama,3.2661720163985213,0
user_1053,65,Female,Bangalore,Telugu,Desktop,Credit Card,True,0,2024-09-17 20:25:03.641360,2024-12-16 20:25:03.641360,3,3181.77,0.85,Night,2,Romance,3.665327902806653,1
user_1054,29,Female,Hyderabad,Tamil,Laptop,Credit Card,True,0,2021-11-19 20:25:03.641364,2025-06-01 20:25:03.641364,43,49586.96,0.54,Evening,5,Romance,1.318532065538479,0
user_1055,65,Male,Delhi,Bengali,Laptop,Wallet,True,1,2024-03-28 20:25:03.641367,2027-03-13 20:25:03.641367,36,35408.19,0.33,Afternoon,5,Comedy,2.759248590133148,0
user_1056,44,Male,Kolkata,Spanish,Smart TV,Wallet,True,0,2021-06-14 20:25:03.641371,2023-12-31 20:25:03.641371,31,35409.45,0.64,Afternoon,5,Comedy,2.6094045467522875,0
user_1057,25,Female,Pune,Spanish,Laptop,Net Banking,True,0,2023-03-24 20:25:03.641374,2027-02-01 20:25:03.641374,47,40834.36,0.69,Afternoon,1,Drama,2.264616324919885,0
user_1058,65,Male,Hyderabad,Marathi,Tablet,Net Banking,True,1,2022-04-21 20:25:03.641378,2024-11-06 20:25:03.641378,31,35081.31,0.61,Evening,7,Drama,1.096603639748669,0
user_1059,19,Other,Chennai,Hindi,Tablet,Wallet,True,1,2022-06-10 20:25:03.641381,2023-03-07 20:25:03.641381,9,7988.65,0.49,Evening,6,Action,3.3159388043505795,0
user_1060,53,Male,Delhi,English,Tablet,Credit Card,True,1,2022-11-26 20:25:03.641385,2025-02-13 20:25:03.641385,27,29628.17,0.33,Evening,4,Action,1.657414736575482,0
user_1061,42,Male,Chennai,Tamil,Mobile,Credit Card,True,0,2022-11-13 20:25:03.641388,2025-06-30 20:25:03.641388,32,29850.24,0.85,Evening,4,Comedy,0.6236199728770443,0
user_1062,39,Female,Pune,English,Tablet,Net Banking,True,0,2023-01-28 20:25:03.641391,2026-01-12 20:25:03.641391,36,34673.93,0.87,Morning,1,Horror,2.004965675242053,0
user_1063,19,Male,Pune,Hindi,Desktop,Credit Card,True,0,2021-08-27 20:25:03.641395,2024-09-10 20:25:03.641395,37,41272.76,0.35,Evening,4,Drama,1.7220910151870994,0
user_1064,57,Female,Bangalore,Spanish,Tablet,Net Banking,True,1,2021-09-26 20:25:03.641398,2023-05-19 20:25:03.641398,20,22279.51,0.69,Night,4,Action,1.6230884987281047,0
user_1065,68,Female,Kolkata,Bengali,Tablet,Credit Card,True,0,2023-02-22 20:25:03.641401,2024-01-18 20:25:03.641401,11,9881.46,0.33,Night,7,Thriller,3.703336462545984,1
user_1066,33,Male,Mumbai,Bengali,Tablet,Net Banking,True,0,2023-08-23 20:25:03.641404,2025-02-13 20:25:03.641404,18,17398.38,0.77,Night,5,Horror,1.453046212298924,0
user_1067,36,Male,Mumbai,Marathi,Desktop,UPI,True,0,2022-01-04 20:25:03.641407,2024-04-23 20:25:03.641407,28,34224.44,0.87,Evening,5,Sci-Fi,0.8040823324030041,0
user_1068,47,Female,Mumbai,Hindi,Desktop,Net Banking,True,0,2023-06-19 20:25:03.641410,2023-11-16 20:25:03.641410,5,4689.74,0.52,Morning,3,Thriller,3.965020399417578,1
user_1069,69,Other,Ahmedabad,Spanish,Smart TV,Debit Card,True,1,2023-11-11 20:25:03.641413,2027-04-24 20:25:03.641413,42,43416.54,0.36,Evening,6,Horror,2.1627882942894243,0
user_1070,33,Male,Hyderabad,Bengali,Smart TV,Debit Card,True,0,2024-05-23 20:25:03.641417,2026-05-13 20:25:03.641417,24,24386.21,0.68,Night,1,Thriller,2.4031423774645244,0
user_1071,45,Female,Ahmedabad,Marathi,Mobile,Debit Card,True,2,2022-10-19 20:25:03.641420,2024-03-12 20:25:03.641420,17,14419.12,0.45,Night,3,Comedy,2.2780685129726495,0
user_1072,47,Other,Pune,Spanish,Mobile,Credit Card,True,1,2023-03-14 20:25:03.641423,2023-12-09 20:25:03.641423,9,7012.15,0.94,Afternoon,3,Documentary,2.7388575369070276,0
user_1073,38,Female,Mumbai,Marathi,Desktop,Debit Card,True,0,2022-08-09 20:25:03.641426,2024-09-27 20:25:03.641426,26,23998.04,0.58,Afternoon,5,Romance,1.9375277893333185,0
user_1074,25,Female,Mumbai,English,Mobile,Net Banking,False,0,2023-09-29 20:25:03.641430,2027-02-10 20:25:03.641430,41,35980.12,0.85,Morning,5,Romance,2.8980957953754674,0
user_1075,41,Other,Kolkata,Spanish,Smart TV,Debit Card,True,1,2022-09-10 20:25:03.641433,2023-12-04 20:25:03.641433,15,11863.64,0.67,Afternoon,7,Sci-Fi,3.800266915645877,1
user_1076,26,Male,Pune,English,Tablet,Net Banking,True,1,2022-07-07 20:25:03.641436,2023-05-03 20:25:03.641436,10,9728.35,0.62,Night,6,Action,2.4478471609612593,0
user_1077,61,Female,Pune,English,Desktop,UPI,False,0,2021-07-10 20:25:03.641440,2022-04-06 20:25:03.641440,9,9479.45,0.85,Morning,6,Comedy,4.781465054089818,1
user_1078,26,Female,Pune,English,Smart TV,UPI,True,1,2021-06-10 20:25:03.641443,2022-01-06 20:25:03.641443,7,6220.63,0.37,Evening,4,Drama,3.5578989236634166,1
user_1079,39,Other,Mumbai,English,Laptop,Credit Card,False,1,2023-11-07 20:25:03.641446,2027-03-21 20:25:03.641446,41,40779.91,0.81,Morning,1,Romance,3.942159495278128,1
user_1080,20,Female,Chennai,Bengali,Laptop,Credit Card,False,0,2023-08-21 20:25:03.641450,2026-05-07 20:25:03.641450,33,38195.12,0.78,Night,6,Action,2.736905777920945,0
user_1081,57,Female,Kolkata,Marathi,Desktop,UPI,True,0,2021-10-24 20:25:03.641453,2025-04-06 20:25:03.641453,42,49047.11,0.54,Night,2,Action,2.3615834152690995,0
user_1082,33,Female,Bangalore,Bengali,Tablet,UPI,True,1,2024-02-15 20:25:03.641457,2025-02-09 20:25:03.641457,12,10760.19,0.35,Afternoon,3,Action,3.570279118439262,1
user_1083,18,Female,Ahmedabad,Telugu,Smart TV,Debit Card,False,1,2023-12-21 20:25:03.641467,2026-08-07 20:25:03.641467,32,26878.05,0.73,Evening,4,Drama,2.582346486712065,0
user_1084,62,Male,Ahmedabad,Hindi,Mobile,Credit Card,True,1,2022-03-01 20:25:03.641471,2025-06-13 20:25:03.641471,40,38897.2,0.74,Night,2,Horror,2.0926489258478282,0
user_1085,34,Male,Hyderabad,Bengali,Laptop,Debit Card,False,0,2022-07-29 20:25:03.641474,2022-11-26 20:25:03.641474,4,4339.83,0.53,Evening,1,Action,5.122000440666647,1
user_1086,46,Female,Pune,Hindi,Tablet,Net Banking,True,0,2023-12-24 20:25:03.641478,2027-10-04 20:25:03.641478,46,43232.21,0.6,Morning,7,Romance,2.435820435505268,0
user_1087,37,Female,Bangalore,Telugu,Tablet,Debit Card,True,0,2023-02-18 20:25:03.641481,2024-03-14 20:25:03.641481,13,12403.75,0.99,Morning,4,Romance,2.550421148589803,0
user_1088,46,Male,Ahmedabad,Telugu,Tablet,Wallet,True,0,2024-09-03 20:25:03.641485,2025-01-01 20:25:03.641485,4,4064.34,0.78,Evening,5,Sci-Fi,2.852826433419595,0
user_1089,61,Male,Pune,Hindi,Smart TV,Net Banking,False,1,2023-02-01 20:25:03.641488,2025-06-20 20:25:03.641488,29,30172.46,0.6,Night,1,Horror,3.6022794072218725,1
user_1090,33,Female,Ahmedabad,Telugu,Tablet,Credit Card,False,1,2023-02-24 20:25:03.641491,2026-01-09 20:25:03.641491,35,38725.31,0.43,Night,6,Drama,3.4599408787536223,0
user_1091,30,Female,Kolkata,Telugu,Mobile,Credit Card,True,0,2023-04-20 20:25:03.641495,2025-12-05 20:25:03.641495,32,38435.5,0.61,Evening,7,Drama,1.0819580605618107,0
user_1092,29,Male,Pune,Telugu,Laptop,Debit Card,True,1,2021-11-24 20:25:03.641498,2024-12-08 20:25:03.641498,37,39294.24,0.58,Evening,2,Horror,2.434244628260572,0
user_1093,50,Male,Delhi,Bengali,Smart TV,Debit Card,False,0,2022-12-27 20:25:03.641501,2025-11-11 20:25:03.641501,35,37587.9,0.8,Afternoon,3,Sci-Fi,3.203124821535013,0
user_1094,60,Male,Hyderabad,Bengali,Desktop,Wallet,True,1,2024-05-01 20:25:03.641505,2025-12-22 20:25:03.641505,20,21012.37,0.48,Night,7,Action,1.6312053271412383,0
user_1095,69,Female,Ahmedabad,English,Desktop,Credit Card,True,0,2024-01-14 20:25:03.641508,2025-09-05 20:25:03.641508,20,24154.43,0.36,Afternoon,6,Horror,2.9482029234073313,0
user_1096,22,Female,Pune,Bengali,Tablet,Net Banking,True,1,2024-08-05 20:25:03.641511,2027-06-21 20:25:03.641511,35,33502.86,0.96,Night,7,Drama,0.9378897849843422,0
user_1097,37,Male,Kolkata,English,Smart TV,Debit Card,True,1,2024-11-03 20:25:03.641514,2026-05-27 20:25:03.641514,19,16865.52,0.65,Afternoon,1,Comedy,2.8935042364065406,0
user_1098,19,Male,Pune,Hindi,Tablet,Net Banking,True,1,2022-10-16 20:25:03.641518,2023-11-10 20:25:03.641518,13,14682.54,0.79,Evening,6,Sci-Fi,0.9588155283505806,0
user_1099,39,Female,Mumbai,English,Desktop,Debit Card,True,2,2021-11-17 20:25:03.641521,2024-11-01 20:25:03.641521,36,30307.41,0.56,Evening,7,Action,2.7497881418832186,0
user_1100,30,Female,Hyderabad,Telugu,Laptop,Net Banking,True,0,2023-12-17 20:25:03.641524,2027-10-27 20:25:03.641524,47,52760.11,0.6,Morning,3,Action,2.194997290202146,0
user_1101,20,Female,Mumbai,Spanish,Tablet,Net Banking,True,1,2022-02-02 20:25:03.641528,2023-11-24 20:25:03.641528,22,24281.12,0.51,Afternoon,6,Action,2.7745473434341728,0
user_1102,54,Female,Chennai,Telugu,Mobile,UPI,True,1,2022-08-27 20:25:03.641535,2025-07-12 20:25:03.641535,35,31770.0,0.88,Night,1,Drama,1.0463882169998961,0
user_1103,69,Male,Pune,Marathi,Smart TV,Debit Card,True,0,2021-09-05 20:25:03.641539,2021-11-04 20:25:03.641539,2,2182.36,0.6,Morning,7,Horror,4.553888747308179,1
user_1104,50,Female,Chennai,English,Mobile,Credit Card,True,2,2021-08-06 20:25:03.641542,2023-03-29 20:25:03.641542,20,16941.75,0.98,Night,3,Romance,2.1132297196659353,0
user_1105,41,Female,Bangalore,Marathi,Tablet,Credit Card,False,2,2022-06-15 20:25:03.641546,2025-03-31 20:25:03.641546,34,31462.32,0.97,Evening,1,Romance,4.311794484183781,1
user_1106,35,Male,Pune,Hindi,Mobile,Credit Card,False,0,2024-06-28 20:25:03.641549,2026-10-16 20:25:03.641549,28,32653.4,0.96,Evening,2,Action,2.79517659554616,0
user_1107,35,Other,Bangalore,Hindi,Tablet,Net Banking,True,0,2023-09-15 20:25:03.641553,2025-06-06 20:25:03.641553,21,20992.58,0.3,Evening,5,Romance,2.2837897529536213,0
user_1108,65,Female,Mumbai,Marathi,Tablet,UPI,False,1,2021-12-02 20:25:03.641557,2023-04-26 20:25:03.641557,17,16940.2,0.37,Evening,6,Drama,3.598410264380482,1
user_1109,60,Male,Mumbai,Bengali,Tablet,UPI,False,0,2023-08-14 20:25:03.641560,2027-05-25 20:25:03.641560,46,45135.78,0.92,Night,7,Thriller,2.371574743430943,0
user_1110,37,Female,Bangalore,Tamil,Desktop,Net Banking,False,0,2023-11-19 20:25:03.641564,2027-07-31 20:25:03.641564,45,40445.64,0.82,Night,5,Romance,2.6203612079738314,0
user_1111,69,Female,Delhi,English,Tablet,Credit Card,True,1,2022-08-18 20:25:03.641567,2024-08-07 20:25:03.641567,24,26772.47,0.37,Afternoon,3,Action,2.5755962035203988,0
user_1112,39,Male,Hyderabad,Telugu,Mobile,Credit Card,True,0,2023-05-08 20:25:03.641570,2024-07-01 20:25:03.641570,14,12430.17,0.84,Evening,6,Action,2.394132800466895,0
user_1113,60,Female,Bangalore,Telugu,Laptop,Debit Card,True,2,2023-07-30 20:25:03.641574,2024-02-25 20:25:03.641574,7,6716.77,0.96,Morning,1,Comedy,4.444431481977691,1
user_1114,48,Male,Hyderabad,Hindi,Tablet,UPI,False,1,2024-04-27 20:25:03.641577,2027-06-11 20:25:03.641577,38,35997.39,0.37,Afternoon,5,Action,3.8777234883795693,1
user_1115,61,Female,Bangalore,Bengali,Laptop,UPI,True,1,2024-02-29 20:25:03.641581,2026-08-17 20:25:03.641581,30,32546.63,0.4,Afternoon,7,Drama,2.5158203232598435,0
user_1116,25,Male,Hyderabad,Tamil,Tablet,Debit Card,True,3,2024-03-13 20:25:03.641584,2026-12-28 20:25:03.641584,34,26705.63,0.34,Evening,1,Drama,3.439512056589076,0
user_1117,41,Male,Delhi,Telugu,Laptop,UPI,False,0,2024-03-23 20:25:03.641588,2025-03-18 20:25:03.641588,12,13746.33,0.9,Night,4,Comedy,2.739724221876311,0
user_1118,30,Female,Pune,Spanish,Tablet,Wallet,True,0,2023-06-05 20:25:03.641591,2025-02-24 20:25:03.641591,21,18347.93,0.4,Evening,2,Documentary,2.7538656037558233,0
user_1119,46,Female,Chennai,Tamil,Tablet,Wallet,True,1,2022-10-20 20:25:03.641595,2023-12-14 20:25:03.641595,14,12239.16,0.68,Morning,7,Comedy,3.7884975766931843,1
user_1120,57,Female,Chennai,Bengali,Tablet,Credit Card,True,0,2024-02-09 20:25:03.641597,2026-03-30 20:25:03.641597,26,27642.36,0.58,Afternoon,7,Drama,2.5147761106129103,0
user_1121,68,Female,Bangalore,Marathi,Desktop,UPI,False,0,2024-06-08 20:25:03.641600,2024-10-06 20:25:03.641600,4,4354.8,0.73,Evening,3,Drama,4.554225901446209,1
user_1122,41,Female,Ahmedabad,Spanish,Mobile,Net Banking,True,0,2024-03-17 20:25:03.641603,2027-04-01 20:25:03.641603,37,44223.98,0.99,Evening,6,Romance,0.6522357028900543,0
user_1123,36,Female,Bangalore,Telugu,Smart TV,Credit Card,False,0,2023-12-14 20:25:03.641606,2026-10-29 20:25:03.641606,35,41053.23,0.39,Afternoon,2,Drama,4.9138961850960525,1
user_1124,43,Female,Hyderabad,English,Smart TV,Debit Card,True,0,2024-09-21 20:25:03.641609,2026-08-12 20:25:03.641609,23,24350.04,0.39,Night,1,Comedy,2.7631506584192977,0
user_1125,60,Male,Ahmedabad,Telugu,Mobile,Wallet,True,1,2023-01-29 20:25:03.641612,2023-09-26 20:25:03.641612,8,6353.93,0.92,Evening,1,Comedy,2.992947962160521,0
user_1126,29,Female,Delhi,Telugu,Desktop,Wallet,False,2,2022-12-07 20:25:03.641615,2026-03-21 20:25:03.641615,40,38907.53,0.42,Evening,5,Thriller,4.364438833832148,1
user_1127,61,Female,Chennai,Marathi,Smart TV,Debit Card,True,0,2023-06-28 20:25:03.641618,2025-05-18 20:25:03.641618,23,21206.28,0.38,Evening,4,Drama,1.7445772357728315,0
user_1128,19,Male,Pune,Hindi,Tablet,Credit Card,True,0,2024-04-21 20:25:03.641621,2025-04-16 20:25:03.641621,12,10918.75,0.96,Afternoon,3,Drama,2.423582793593486,0
user_1129,54,Male,Kolkata,Bengali,Desktop,Credit Card,False,0,2022-05-25 20:25:03.641623,2022-09-22 20:25:03.641623,4,4229.39,0.73,Evening,7,Romance,4.118338218909393,1
user_1130,47,Female,Hyderabad,Marathi,Mobile,Credit Card,False,3,2022-12-26 20:25:03.641627,2024-06-18 20:25:03.641627,18,14886.08,0.49,Morning,2,Drama,5.189649997046798,1
user_1131,35,Female,Delhi,Spanish,Smart TV,Wallet,False,0,2023-08-18 20:25:03.641630,2024-05-14 20:25:03.641630,9,9793.07,0.4,Evening,3,Comedy,4.991945509610147,1
user_1132,37,Male,Kolkata,Marathi,Laptop,Wallet,True,0,2024-03-10 20:25:03.641633,2028-01-19 20:25:03.641633,47,52303.97,0.6,Evening,5,Comedy,1.2451603166984666,0
user_1133,19,Female,Ahmedabad,Bengali,Desktop,Credit Card,False,0,2022-06-20 20:25:03.641635,2025-10-02 20:25:03.641635,40,45848.54,0.88,Night,5,Action,2.2737408987859906,0
user_1134,60,Male,Chennai,Spanish,Mobile,Net Banking,True,0,2022-04-19 20:25:03.641638,2022-05-19 20:25:03.641638,1,1049.13,0.79,Evening,6,Sci-Fi,3.1220725244976473,0
user_1135,33,Female,Pune,Marathi,Smart TV,Credit Card,False,0,2024-06-12 20:25:03.641641,2028-02-22 20:25:03.641641,45,49286.3,0.35,Evening,3,Drama,2.8670047539200967,0
user_1136,35,Female,Kolkata,Spanish,Mobile,Credit Card,True,1,2023-12-10 20:25:03.641645,2026-08-26 20:25:03.641645,33,35389.57,0.87,Evening,2,Action,1.5809702939479984,0
user_1137,61,Female,Kolkata,Hindi,Tablet,Net Banking,True,0,2022-07-17 20:25:03.641648,2023-08-11 20:25:03.641648,13,14082.11,0.83,Morning,2,Comedy,2.7103055219788548,0
user_1138,44,Male,Mumbai,Telugu,Tablet,UPI,True,0,2021-09-05 20:25:03.641651,2021-12-04 20:25:03.641651,3,2954.38,0.35,Afternoon,5,Thriller,4.70435744751572,1
user_1139,35,Female,Ahmedabad,Telugu,Mobile,Net Banking,True,0,2022-11-05 20:25:03.641654,2025-08-21 20:25:03.641654,34,40422.1,0.98,Evening,3,Documentary,0.3291690128213671,0
user_1140,21,Male,Hyderabad,Telugu,Smart TV,Credit Card,True,0,2021-09-05 20:25:03.641658,2025-06-16 20:25:03.641658,46,52077.44,0.49,Night,2,Drama,2.037678234296114,0
user_1141,24,Female,Kolkata,Bengali,Mobile,Net Banking,True,0,2023-10-09 20:25:03.641661,2026-01-26 20:25:03.641661,28,29934.94,0.84,Evening,6,Horror,1.0849733345445034,0
user_1142,66,Female,Bangalore,Tamil,Laptop,Wallet,False,1,2022-04-08 20:25:03.641663,2026-02-16 20:25:03.641663,47,46099.2,0.96,Afternoon,7,Thriller,3.0963200258553103,0
user_1143,62,Female,Ahmedabad,Marathi,Laptop,UPI,False,0,2024-02-21 20:25:03.641666,2028-01-01 20:25:03.641666,47,50407.87,0.62,Evening,1,Documentary,3.7667775927756404,1
user_1144,44,Female,Chennai,Hindi,Tablet,UPI,True,1,2021-10-04 20:25:03.641670,2022-06-01 20:25:03.641670,8,8082.54,0.36,Afternoon,6,Drama,4.1263000497564315,1
user_1145,32,Female,Mumbai,English,Desktop,UPI,True,1,2023-12-30 20:25:03.641674,2026-12-14 20:25:03.641674,36,34220.34,0.8,Afternoon,3,Comedy,1.9552242230491825,0
user_1146,59,Male,Mumbai,Spanish,Smart TV,Credit Card,True,2,2021-12-05 20:25:03.641676,2024-03-24 20:25:03.641676,28,29767.96,0.88,Night,1,Drama,2.6218087302713555,0
